Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P water),0,0.0944,12,137.7,-0.3,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water),0.27,0.0824,11,140.19,0.49,1
p(SURVEY P observer1)psi(disturb100 P ndvi100),0.76,0.0645,10,142.89,0.84,0
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100),2.15,0.0323,11,142.07,0.42,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P distRoad),2.15,0.0323,11,142.07,-0.17,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P water P height100),2.24,0.0308,13,137.7,0.54,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P water P distRoad),2.24,0.0308,13,137.7,0.88,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P height100),2.49,0.0271,12,140.19,2.21,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water),2.5,0.027,12,140.2,0.77,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und),2.61,0.0257,11,142.53,0.63,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P distRoad),2.71,0.0244,12,140.41,0.49,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P height100),2.78,0.0235,11,142.7,-0.07,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P height100),3.24,0.0187,12,140.94,-1.36,0
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P ele P distRoad),3.45,0.0168,13,138.91,2.69,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water P ele),3.47,0.0166,13,138.93,1.36,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P height100 P distRoad),3.53,0.0161,13,138.99,0.02,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water P distRoad),3.92,0.0133,13,139.38,0.49,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P height100 P distRoad),3.92,0.0133,13,139.38,0.11,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P distRoad),3.94,0.0131,12,141.65,0.33,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P distRoad),4.07,0.0123,13,139.53,1.82,1
p(SURVEY P observer1)psi(disturb100 P water P height100 P distRoad),4.15,0.0119,12,141.85,0.02,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P distRoad),4.37,0.0106,12,142.07,-0.07,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P ele P distRoad),4.37,0.0106,12,142.07,1.38,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P height100 P distRoad),4.37,0.0106,12,142.07,0.02,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water P ele P height100),4.44,0.0103,14,137.64,0.18,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P ele P distRoad),4.45,0.0102,13,139.91,-0.85,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P water P ele),4.6,0.0095,14,137.8,-0.55,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P height100),4.64,0.0093,12,142.34,-0.06,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P water P ele),4.73,0.0088,13,140.19,0.54,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P ele P height100),4.73,0.0088,13,140.19,-0.45,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P ele),4.76,0.0087,12,142.46,0.76,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P ele P height100),4.76,0.0087,12,142.46,0.69,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P ele P height100),4.89,0.0082,13,140.35,-0.74,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und),5.15,0.0072,12,142.85,0.65,1
p(SURVEY P observer1)psi(ndvi100 P water),5.22,0.0069,10,147.35,-0.02,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P ele P height100 P distRoad),5.48,0.0061,14,138.68,-0.09,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water P height100),5.52,0.006,13,140.98,0.31,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P height100 P distRoad),5.58,0.0058,14,138.78,0.64,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P height100),5.6,0.0057,13,141.06,-0.25,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P ele P distRoad),5.79,0.0052,14,138.99,0.2,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P water P distRoad),5.79,0.0052,14,138.99,1.05,1
p(SURVEY P observer1)psi(ndvi100 P water P height100),6.07,0.0045,11,145.99,0.21,1
p(SURVEY P observer1)psi(forest500 P ndvi100 P und P water),6.15,0.0044,12,143.85,1.13,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water P height100 P distRoad),6.18,0.0043,14,139.38,-0.2,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P height100 P distRoad),6.19,0.0043,13,141.65,-0.36,1
p(SURVEY P observer1)psi(ndvi100 P und P water),6.2,0.0042,11,146.13,-1.3,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P ele P height100 P distRoad),6.22,0.0042,15,137.13,-2.11,1
p(SURVEY P observer1)psi(ndvi100 P water P distRoad),6.22,0.0042,11,146.14,-1.71,1
p(SURVEY P observer1)psi(disturb100 P water P distRoad),6.31,0.004,11,146.23,-0.37,1
p(SURVEY P observer1)psi(ndvi100),6.38,0.0039,9,150.68,0.43,1
p(SURVEY P observer1)psi(ndvi100 P height100),6.42,0.0038,10,148.54,-0.13,1
p(SURVEY P observer1)psi(disturb100 P und P water P height100 P distRoad),6.43,0.0038,13,141.89,-0.53,1
p(SURVEY P observer1)psi(forest500 P ndvi100 P height100 P distRoad),6.46,0.0037,12,144.16,0.66,1
p(SURVEY P observer1)psi(ndvi100 P water P height100 P distRoad),6.5,0.0037,12,144.2,-0.29,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P ele P height100),6.57,0.0035,13,142.03,2.15,1
p(SURVEY P observer1)psi(forest500 P ndvi100 P water),6.59,0.0035,11,146.52,0.49,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P ele P height100 P distRoad),6.61,0.0035,13,142.07,-0.19,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P water P ele P distRoad),6.73,0.0033,15,137.65,-0.32,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P und P water P height100),6.8,0.0032,14,140,0.65,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P water P ele),6.85,0.0031,12,144.55,3.61,1
p(SURVEY P observer1)psi(forest500 P ndvi100 P water P ele),6.85,0.0031,12,144.55,-0.07,1
p(SURVEY P observer1)psi(ndvi100 P und P water P ele),6.87,0.003,12,144.57,-0.13,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P ele P height100 P distRoad),6.89,0.003,14,140.09,-0.16,1
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P water P ele P height100),7,0.0029,14,140.19,-0.17,1
p(SURVEY P observer1)psi(disturb100 P ndvi100 P und P water P ele P height100 P distRoad),7.15,0.0026,15,138.06,-1.9,1
p(SURVEY P observer1)psi(ndvi100 P und),7.17,0.0026,10,149.29,-0.49,0
p(SURVEY P observer1)psi(disturb100 P forest500 P ndvi100 P water P height100 P distRoad),7.18,0.0026,14,140.37,-0.72,1
p(SURVEY P observer1)psi(ndvi100 P ele P height100),7.18,0.0026,11,147.1,0.42,1
p(SURVEY P observer1)psi(forest500 P ndvi100 P distRoad),7.18,0.0026,11,147.1,0.29,1
p(SURVEY P observer1)psi(forest500 P ndvi100 P ele),7.18,0.0026,11,147.1,-1.11,1
p(SURVEY P observer1)psi(disturb100),7.3,0.0024,9,151.61,2.75,1
