Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1)psi(forest100 P und P water P ele P distRoad),0,0.0741,9,89.34,0.87,1
p(observer1 P cloudCover)psi(und P water P ele P distRoad),0.67,0.0531,9,90,1.24,1
p(observer1)psi(disturb100 P forest100 P und P water P ele P distRoad),0.76,0.0506,10,87.92,-1.13,1
p(observer1 P cloudCover)psi(forest100 P und P water P ele P distRoad),0.78,0.0503,10,87.93,0.78,1
p(observer1 P cloudCover)psi(forest100 P ndvi500 P und P water P ele P distRoad),1.71,0.0315,11,86.66,0.29,1
p(observer1 P cloudCover)psi(und P water P ele),1.77,0.0306,8,93.27,1.44,1
p(observer1)psi(und P water P ele),1.92,0.0284,7,95.57,0.42,1
p(observer1)psi(und P water P ele P distRoad),1.97,0.0277,8,93.47,0,1
p(observer1)psi(disturb100 P ndvi500 P und P water P ele),2.14,0.0255,9,91.47,0.99,1
p(observer1)psi(forest100 P und P water P ele P height100 P distRoad),2.18,0.0249,10,89.34,4.15,1
p(observer1)psi(ndvi500 P und P water P ele P distRoad),2.39,0.0224,9,91.73,-2.61,1
p(observer1)psi(und P water P ele P height100 P distRoad),2.39,0.0224,9,91.73,0.3,1
p(observer1 P cloudCover)psi(disturb100 P und P water P ele P distRoad),2.47,0.0216,10,89.62,2.44,1
p(observer1 P cloudCover)psi(und P water P ele P height100),2.47,0.0215,9,91.81,1.76,1
p(observer1 P cloudCover)psi(ndvi500 P und P water P ele P distRoad),2.64,0.0198,10,89.8,0.06,1
p(observer1)psi(und P water P ele P height100),2.68,0.0194,8,94.18,0,1
p(observer1 P cloudCover)psi(disturb100 P und P water P ele),2.69,0.0193,9,92.02,-0.92,1
p(observer1)psi(disturb100 P und P water P ele),2.92,0.0172,8,94.42,0,1
p(observer1 P cloudCover)psi(forest100 P und P water P ele P height100 P distRoad),2.96,0.0169,11,87.91,0.43,1
p(observer1 P cloudCover)psi(forest100 P und P water P ele),2.99,0.0167,9,92.32,-0.12,1
p(observer1)psi(ndvi500 P und P water P ele P height100 P distRoad),3,0.0165,10,90.16,1.44,1
p(observer1 P cloudCover)psi(disturb100 P forest100 P und P water P ele P distRoad),3.07,0.016,11,88.02,0.43,1
p(observer1 P cloudCover)psi(disturb100 P ndvi500 P und P water P ele),3.12,0.0156,10,90.27,0.5,1
p(observer1 P cloudCover)psi(disturb100 P forest100 P und P water P ele),3.12,0.0156,10,90.28,-0.24,1
p(observer1)psi(forest100 P und P water P ele),3.15,0.0153,8,94.65,0.04,1
p(observer1)psi(disturb100 P forest100 P und P water P ele),3.4,0.0135,9,92.74,2.27,1
p(observer1)psi(ndvi500 P und P water P ele),3.58,0.0124,8,95.08,0.36,1
p(observer1 P cloudCover)psi(und P water P ele P height100 P distRoad),3.79,0.0111,10,90.95,4.38,1
p(observer1 P cloudCover)psi(ndvi500 P und P water P ele),3.92,0.0104,9,93.26,-0.05,1
p(observer1 P cloudCover)psi(disturb100 P ndvi500 P und P water P ele P distRoad),4.09,0.0096,11,89.05,0.8,1
p(observer1 P cloudCover)psi(disturb100 P und P water P ele P height100 P distRoad),4.09,0.0096,11,89.05,0.17,1
