Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(disturb500 P water P ele P distRoad),0,0.0224,6,136,5.01,1
p(cloudCover)psi(disturb500 P ndvi500 P water P ele P distRoad),0.0092,0.0223,8,131.74,0.78,1
p()psi(disturb500 P water P ele P height100 P distRoad),0.1782,0.0205,7,134.05,6,0
p()psi(disturb500 P water P distRoad),0.2032,0.0203,5,138.31,1.46,0
p(cloudCover)psi(disturb500 P water P ele P distRoad),0.5323,0.0172,7,134.41,0,1
p(cloudCover)psi(disturb500 P water P ele P height100 P distRoad),0.7562,0.0154,8,132.49,5.99,1
p(cloudCover)psi(disturb500 P water P distRoad),0.8822,0.0144,6,136.88,3.11,0
p()psi(disturb500 P ndvi500 P water P ele P distRoad),1.1143,0.0129,7,134.99,3.77,1
p(cloudCover)psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),1.2078,0.0123,9,130.78,2.53,1
p()psi(disturb500 P ndvi500 P water P distRoad),1.4618,0.0108,6,137.46,5.16,1
p(cloudCover)psi(disturb500 P und P water P ele P distRoad),1.5265,0.0105,8,133.26,5.65,1
p()psi(disturb500 P forest100 P ndvi500 P water P height100),1.5303,0.0104,7,135.41,0.68,1
p(start)psi(disturb500 P ndvi500 P water P ele P distRoad),1.5931,0.0101,8,133.33,3.07,1
p(start)psi(disturb500 P water P ele P distRoad),1.6173,0.01,7,135.49,2.9,1
p()psi(disturb500 P forest100 P water P ele P distRoad),1.6234,0.01,7,135.5,0,1
p()psi(disturb500 P forest100 P ndvi500 P water P ele P distRoad),1.7905,0.0092,8,133.52,5.43,1
p()psi(disturb500 P ndvi500 P und P water P ele P distRoad),1.7905,0.0092,8,133.52,5.04,1
p()psi(disturb500 P forest100 P water P height100),1.8412,0.0089,6,137.84,1.74,0
p()psi(disturb500 P und P water P distRoad),1.8412,0.0089,6,137.84,2.1,1
p(start)psi(disturb500 P water P distRoad),1.8837,0.0087,6,137.88,3.51,0
p(start)psi(disturb500 P water P ele P height100 P distRoad),2.0638,0.008,8,133.8,4.37,1
p()psi(disturb500 P forest100 P ndvi500 P water P ele P height100),2.1104,0.0078,8,133.84,4.9,1
p(observer1)psi(disturb500 P water P ele P distRoad),2.1475,0.0077,8,133.88,0.17,1
p(cloudCover)psi(disturb500 P forest100 P water P ele P distRoad),2.1659,0.0076,8,133.9,5.91,1
p(cloudCover)psi(disturb500 P ndvi500 P water P distRoad),2.2537,0.0073,7,136.13,4.48,1
p(observer1)psi(disturb500 P water P distRoad),2.262,0.0072,7,136.14,0.65,1
p()psi(disturb500 P water P height100 P distRoad),2.3096,0.0071,6,138.31,4.29,1
p()psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),2.3219,0.007,8,134.05,3.75,1
p(observer1)psi(disturb500 P water P ele P height100 P distRoad),2.3726,0.0069,9,131.94,-0.17,1
p(cloudCover)psi(disturb500 P und P water P distRoad),2.471,0.0065,7,136.35,1.38,1
p(start)psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),2.5129,0.0064,9,132.08,5.44,0
p()psi(forest100 P ndvi500 P und P water),2.515,0.0064,6,138.52,0.76,1
p(cloudCover)psi(disturb500 P ndvi500 P und P water P ele P distRoad),2.5231,0.0064,9,132.09,1.41,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P water P ele P distRoad),2.5584,0.0062,9,132.13,3.48,1
p()psi(forest100 P water P height100 P distRoad),2.6798,0.0059,6,138.68,0,1
p()psi(disturb500 P forest100 P und P water P ele P distRoad),2.7411,0.0057,8,134.47,2.14,1
p(cloudCover)psi(disturb500 P water P height100 P distRoad),2.8158,0.0055,7,136.69,0,1
p()psi(forest100 P ndvi500 P water P height100 P distRoad),2.9124,0.0052,7,136.79,1.49,1
p(observer1)psi(disturb500 P forest100 P water P ele P distRoad),2.9245,0.0052,9,132.49,0.25,1
p()psi(forest100 P water P height100),2.9912,0.005,5,141.1,0,0
p()psi(disturb500 P forest100 P und P water P distRoad),3.0096,0.005,7,136.89,5.24,1
p()psi(disturb500 P water),3.0433,0.0049,4,143.24,4.11,0
p()psi(forest100 P und P water P distRoad),3.0459,0.0049,6,139.05,1.52,1
p(start)psi(disturb500 P forest100 P water P ele P height100 P distRoad),3.0501,0.0049,9,132.62,0,1
p()psi(forest100 P ndvi500 P und),3.1069,0.0047,5,141.21,3.21,0
p(start)psi(disturb500 P und P water P ele P distRoad),3.1512,0.0046,8,134.88,5.78,0
p(start)psi(disturb500 P forest100 P water P ele P distRoad),3.27,0.0044,8,135,4.62,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P water P ele P height100),3.2776,0.0044,9,132.85,0,1
p(start)psi(disturb500 P forest100 P ndvi500 P water P ele P distRoad),3.3396,0.0042,9,132.91,0,0
p(start)psi(disturb500 P ndvi500 P und P water P ele P distRoad),3.3396,0.0042,9,132.91,2.14,1
p(cloudCover)psi(disturb500 P und P water P height100 P distRoad),3.3513,0.0042,8,135.08,2.88,1
p(cloudCover)psi(disturb500 P ndvi500 P und P water P ele P height100 P distRoad),3.3899,0.0041,10,130.78,0,1
p()psi(forest100 P ndvi500 P und P water P distRoad),3.3955,0.0041,7,137.27,5.97,1
p(start)psi(disturb500 P und P water P distRoad),3.4491,0.004,7,137.33,0,1
p()psi(disturb500 P forest100 P ndvi500 P und P water P ele),3.4625,0.004,8,135.19,1.52,0
p(observer1)psi(disturb500 P ndvi500 P water P ele P distRoad),3.5303,0.0038,9,133.1,-1.26,1
p(observer1)psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),3.5828,0.0037,10,130.97,0.33,1
p()psi(disturb500 P ndvi500 P und P water P distRoad),3.5868,0.0037,7,137.46,3.8,1
p()psi(disturb500 P und P water P height100 P distRoad),3.5868,0.0037,7,137.46,3.72,1
p(start)psi(disturb500 P ndvi500 P water P distRoad),3.6316,0.0037,7,137.51,0,1
p()psi(forest100 P water P ele),3.6509,0.0036,5,141.76,0,0
p(cloudCover)psi(disturb500 P ndvi500 P und P water P distRoad),3.6581,0.0036,8,135.39,0.31,1
p()psi(disturb500 P forest100 P water),3.665,0.0036,5,141.77,5.76,1
p()psi(disturb500 P und P ele P distRoad),3.6773,0.0036,6,139.68,0.76,1
p(cloudCover)psi(forest100 P water P height100 P distRoad),3.6787,0.0036,7,137.55,0,0
p(start)psi(disturb500 P water P height100 P distRoad),3.7092,0.0035,7,137.59,5.78,1
p(observer1)psi(disturb500 P forest100 P water P ele P height100 P distRoad),3.7276,0.0035,10,131.12,-3.84,1
p(cloudCover)psi(forest100 P water P height100),3.7364,0.0035,6,139.74,0,0
p(cloudCover)psi(disturb500 P forest100 P water P ele P height100 P distRoad),3.7526,0.0034,9,133.32,0,1
p(cloudCover)psi(disturb500 P und P ele P distRoad),3.7643,0.0034,7,137.64,0.14,1
p(cloudCover)psi(forest100 P ndvi500 P water P ele P height100),3.7973,0.0034,8,135.53,5,1
p(cloudCover)psi(disturb500 P forest100 P und P water P ele P distRoad),3.8408,0.0033,9,133.41,0,1
p()psi(disturb500 P forest100 P und P water P ele P height100 P distRoad),3.8461,0.0033,9,133.42,1.66,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P water P distRoad),3.8664,0.0032,8,135.6,3.76,1
p()psi(disturb500 P forest100 P water P ele P height100 P distRoad),3.868,0.0032,8,135.6,4.63,1
p(cloudCover)psi(forest100 P und P water P distRoad),3.883,0.0032,7,137.76,1.03,0
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P und P water P ele P height100),3.8965,0.0032,10,131.28,2.67,1
p(start)psi(disturb500 P forest100 P water P distRoad),3.8997,0.0032,7,137.78,2.57,1
p()psi(disturb500 P forest100 P ndvi500 P und P water P ele P height100 P distRoad),3.9228,0.0032,10,131.31,0,1
p(start)psi(disturb500 P ndvi500 P water P height100 P distRoad),3.9441,0.0031,8,135.68,3.97,1
p()psi(disturb500 P forest100 P ndvi500 P und P water P ele P distRoad),3.9534,0.0031,9,133.52,2.54,1
p(cloudCover)psi(disturb500 P water),3.9594,0.0031,5,142.07,1.71,0
p()psi(disturb500 P forest100 P water P ele P height100),3.9662,0.0031,7,137.84,-0.88,1
p()psi(disturb500 P ndvi500 P water P height100 P distRoad),3.9662,0.0031,7,137.84,0,1
p(observer1)psi(disturb500 P und P water P distRoad),3.9804,0.0031,8,135.71,0.65,1
p(cloudCover)psi(disturb500 P forest100 P water P height100 P distRoad),3.9971,0.003,8,135.73,2.17,1
p(observer1)psi(disturb500 P forest100 P und P water P ele P distRoad),4.0044,0.003,10,131.39,-0.23,0
p()psi(disturb500 P forest100 P water P ele),4.033,0.003,6,140.03,4.72,1
p(cloudCover)psi(forest100 P water P ele P height100),4.035,0.003,7,137.91,0,1
p(cloudCover)psi(forest100 P ndvi500 P water P height100),4.0454,0.003,7,137.92,4.8,1
p()psi(disturb500 P forest100 P ndvi500 P water P distRoad),4.0604,0.0029,7,137.94,5.64,1
p(observer1)psi(disturb500 P ndvi500 P water P distRoad),4.1052,0.0029,8,135.84,-0.8,1
p(cloudCover)psi(disturb500 P ndvi500 P water P height100 P distRoad),4.1108,0.0029,8,135.84,0,1
p()psi(forest100 P water P ele P height100),4.1213,0.0029,6,140.12,1.34,1
p()psi(disturb500 P forest100 P water P distRoad),4.1213,0.0029,6,140.12,0,1
p(start)psi(disturb500 P und P water P ele P height100 P distRoad),4.1389,0.0028,9,133.71,5.58,1
p(start)psi(disturb500 P forest100 P und P water P ele P distRoad),4.1821,0.0028,9,133.75,3.2,1
p()psi(disturb500 P forest100 P ndvi500 P water),4.1824,0.0028,6,140.18,0,0
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P und P water P ele P distRoad),4.2358,0.0027,10,131.62,5.76,0
p(observer1)psi(disturb500 P ndvi500 P water P height100 P distRoad),4.2404,0.0027,9,133.81,-0.88,1
p(observer1)psi(disturb500 P forest100 P ndvi500 P water P ele),4.2541,0.0027,9,133.82,-0.11,1
p()psi(disturb500 P forest100 P ndvi500 P und P water P ele P height100),4.2733,0.0026,9,133.84,2.81,1
p()psi(disturb500 P ndvi500 P water),4.3169,0.0026,5,142.42,1.46,0
p(observer1)psi(disturb500 P water P height100 P distRoad),4.3301,0.0026,8,136.06,0,1
p()psi(forest100 P und P water P height100 P distRoad),4.3415,0.0026,7,138.22,5.91,1
p(observer1)psi(disturb500 P forest100 P ndvi500 P water P height100),4.3825,0.0025,9,133.95,0.87,1
p()psi(disturb500 P forest100 P ndvi500 P und),4.3849,0.0025,6,140.39,3.11,1
p()psi(disturb500 P water P ele),4.3992,0.0025,5,142.51,0,1
p()psi(disturb500 P water P height100),4.3992,0.0025,5,142.51,1.66,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P water P ele P height100 P distRoad),4.4287,0.0025,10,131.82,0,1
p()psi(disturb500 P forest100 P und P water P height100),4.4346,0.0024,7,138.31,3.39,1
p()psi(disturb500 P ndvi500 P water P ele),4.4723,0.0024,6,140.47,0,1
p(start)psi(disturb500 P forest100 P ndvi500 P water P ele P height100 P distRoad),4.4968,0.0024,10,131.88,5.4,1
p()psi(forest100 P und P water),4.5176,0.0023,5,142.63,-2.72,0
p(start)psi(forest100 P und P water P distRoad),4.5263,0.0023,7,138.4,5.23,1
p()psi(forest100 P water),4.5307,0.0023,4,144.73,0,0
p()psi(forest100 P ndvi500 P und P height100),4.5829,0.0023,6,140.58,1.51,0
p(cloudCover)psi(forest100 P water P distRoad),4.5866,0.0023,6,140.59,0,1
p(start)psi(disturb500 P forest100 P und P water P ele P height100 P distRoad),4.6213,0.0022,10,132.01,5.01,1
p()psi(disturb500 P forest100 P ndvi500 P und P water P height100),4.6647,0.0022,8,136.4,1.84,1
p(observer1)psi(disturb500 P forest100 P water P height100),4.7217,0.0021,8,136.45,-0.29,1
p()psi(disturb500 P und P water),4.7266,0.0021,5,142.83,3.73,1
p(cloudCover)psi(forest100 P ndvi500 P und P water P distRoad),4.7287,0.0021,8,136.46,5.31,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P und P water P height100),4.7367,0.0021,9,134.31,1.51,1
p(start)psi(disturb500 P water),4.7468,0.0021,5,142.85,0,0
p(observer1)psi(disturb500 P forest100 P ndvi500 P water P ele P distRoad),4.7684,0.0021,10,132.16,-1.52,1
p(start)psi(disturb500 P forest100 P water P height100 P distRoad),4.7771,0.0021,8,136.51,5.87,1
p(start)psi(disturb500 P forest100 P ndvi500 P water P height100),4.805,0.002,8,136.54,1.46,1
p()psi(forest100 P und P water P height100),4.8223,0.002,6,140.82,4.69,0
p(observer1)psi(forest100 P water P height100 P distRoad),4.8323,0.002,8,136.56,5.49,1
p(cloudCover)psi(disturb500 P forest100 P und P water P distRoad),4.8397,0.002,8,136.57,0,1
p(start)psi(forest100 P ndvi500 P water P height100),4.8455,0.002,7,138.72,1.78,1
p(cloudCover)psi(disturb500 P forest100 P water P distRoad),4.8702,0.002,7,138.75,3.62,1
p(start)psi(forest100 P water P height100 P distRoad),4.8854,0.002,7,138.76,-0.62,1
p()psi(disturb500 P ele P distRoad),4.8891,0.0019,5,143,5.56,1
p(start)psi(forest100 P water P height100),4.8935,0.0019,6,140.89,5.98,0
p()psi(forest100 P und P water P ele P height100),4.8967,0.0019,7,138.77,4.32,1
p()psi(disturb500 P forest100 P ndvi500 P water P ele P height100 P distRoad),4.904,0.0019,9,134.47,3.88,1
p(start)psi(disturb500 P und P ele P distRoad),4.9221,0.0019,7,138.8,2.04,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P und P water P ele),4.9491,0.0019,9,134.52,0,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P und P water P ele P height100 P distRoad),4.9843,0.0019,11,130.17,4.94,1
p()psi(disturb500 P forest100 P water P height100 P distRoad),4.9883,0.0019,7,138.86,2.98,1
p(cloudCover)psi(disturb500 P forest100 P water P ele P height100),5.0138,0.0018,8,136.75,3.48,1
p(cloudCover)psi(disturb500 P forest100 P water),5.0406,0.0018,6,141.04,0,1
p(start)psi(disturb500 P ndvi500 P und P water P ele P height100 P distRoad),5.0504,0.0018,10,132.44,1.1,1
p(observer1)psi(forest100 P ndvi500 P und P water P distRoad),5.0799,0.0018,9,134.65,5.17,1
p(observer1)psi(disturb500 P und P water P ele P height100 P distRoad),5.1018,0.0018,10,132.49,-1.68,1
p(cloudCover)psi(forest100 P ndvi500 P und P water P height100 P distRoad),5.1049,0.0017,9,134.67,0,0
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P water),5.1495,0.0017,7,139.03,0,0
