Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(cloudCover)psi(disturb100 P forest500 P ndvi100 P und P water P ele),0,0.2333,9,96.83,0,1
p(cloudCover)psi(disturb100 P forest100 P ndvi500 P und P water P ele),1.31,0.1213,9,98.13,2.66,1
p()psi(disturb100 P forest500 P ndvi500 P und P water P ele),1.45,0.1131,8,100.44,1.71,1
p(cloudCover)psi(disturb100 P forest500 P ndvi500 P und P water P ele),1.75,0.0975,9,98.57,5.34,1
p()psi(disturb100 P forest1500 P ndvi500 P und P water P ele),1.94,0.0885,8,100.93,5.55,1
p(cloudCover)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),2.13,0.0803,9,98.96,-0.04,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi100 P und P water P ele),2.35,0.0719,9,99.18,1.73,1
p()psi(disturb100 P forest100 P ndvi500 P und P water P ele),3.05,0.0508,8,102.04,0,1
p(cloudCover)psi(disturb100 P forest1500 P ndvi100 P und P water P ele),5.03,0.0188,9,101.86,-0.34,0
p(cloudCover)psi(disturb500 P forest1000 P ndvi500 P und P water P ele),5.14,0.0178,9,101.97,2.86,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),5.24,0.017,9,102.07,5.74,1
p()psi(disturb100 P forest1000 P ndvi500 P und P water P ele),5.34,0.0162,8,104.33,0,1
p(cloudCover)psi(disturb500 P forest100 P ndvi500 P und P water P ele),5.45,0.0153,9,102.28,1.51,1
p(cloudCover)psi(disturb100 P forest100 P ndvi100 P und P water P ele),6.02,0.0115,9,102.85,-0.77,1
p(cloudCover)psi(disturb500 P forest1500 P ndvi500 P und P water P ele),6.08,0.0112,9,102.91,5.86,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water P ele),6.44,0.0093,9,103.27,0.85,1
p()psi(disturb500 P forest1500 P ndvi500 P und P water P ele),7.37,0.0059,8,106.36,5.59,0
p(cloudCover)psi(disturb500 P forest1500 P ndvi100 P und P water P ele),7.59,0.0053,9,104.41,0.9,1
p()psi(disturb500 P forest1000 P ndvi500 P und P water P ele),8.26,0.0037,8,107.25,0,0
p(cloudCover)psi(disturb500 P forest500 P ndvi100 P und P water P ele),8.88,0.0027,9,105.71,-0.83,1
p(cloudCover)psi(disturb500 P forest100 P ndvi100 P und P water P ele),9.28,0.0023,9,106.11,0.15,1
p()psi(disturb500 P forest100 P ndvi500 P und P water P ele),9.36,0.0022,8,108.35,0,0
p()psi(disturb500 P forest500 P ndvi500 P und P water P ele),9.63,0.0019,8,108.62,0,0
p(cloudCover)psi(disturb500 P forest1000 P ndvi100 P und P water P ele),9.73,0.0018,9,106.56,0,1
p()psi(disturb100 P forest100 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,0,1
p()psi(disturb500 P forest100 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,0,1
p()psi(disturb100 P forest1500 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,0,1
p()psi(disturb500 P forest1500 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,3.91,1
p()psi(disturb100 P forest500 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,5.36,1
p()psi(disturb500 P forest500 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,4.79,1
p()psi(disturb100 P forest1000 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,4.68,1
p()psi(disturb500 P forest1000 P ndvi100 P und P water P ele),16.68,1e-04,8,115.67,0,1
