covnames,sum.wgt,ER
und,0.3405,0.516300227445034
water,0.5443,1.1944261575598
ele,0.9771,42.6681222707423
height100,0.5787,1.37360550676478
height500,0,0
disturb100,0,0
disturb500,0.7022,2.35795836131632
distRoad,0.581,1.38663484486874
forest100,0,0
forest1500,0.6569,1.9146021568056
forest500,0,0
forest1000,0,0
ndvi100,0,0
ndvi500,0.7275,2.6697247706422
