covnames,sum.wgt,ER
und,1.0005,-2001.00000000022
water,1.0005,-2001.00000000022
ele,1.0005,-2001.00000000022
height100,0,0
height500,0,0
disturb100,0.2865,0.401541695865452
disturb500,0.714,2.4965034965035
distRoad,0,0
forest100,0.8556,5.92520775623269
forest1500,0.0513,0.0540739959945188
forest500,0.0936,0.103265666372463
forest1000,0.3156,0.461133839859731
ndvi100,0.0016,0.0016025641025641
ndvi500,0.9989,908.090909090917
