Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,TUA1-1,1,37,33075.061401453764120,3.356365203857422,3.543950557708740,0.187585353851318,3.450515334670608,0.051078630841807,127.669067382812500
2,TUA1-2,2,16,14302.729254682708415,3.477107524871826,3.610174894332886,0.133067369461060,3.557017341256142,0.035231391912973,56.912277460098267
3,TUA1-3,3,22,19666.252725188722252,3.557922124862671,3.704158067703247,0.146235942840576,3.645336703820662,0.037916430104145,80.197407484054565
4,TUA1-4,4,21,18772.332146771055704,3.691587686538696,3.810739994049072,0.119152307510376,3.750752698807490,0.031855692948551,78.765806674957275
5,TUA1-5,5,24,21454.093882024062623,3.798875331878662,3.918529510498047,0.119654178619385,3.859810610612234,0.034229567209368,92.635454654693604
6,TUA1-6,6,24,21454.093882024062623,3.906191349029541,4.038401603698730,0.132210254669189,3.971919020016988,0.035488059431862,95.326056480407715
7,TUA1-7,7,20,17878.411568353385519,4.013533115386963,4.131839275360107,0.118306159973145,4.076175236701966,0.032183278125663,81.523504734039307
8,TUA1-8,8,21,18772.332146771055704,4.091728210449219,4.225326061248779,0.133597850799561,4.167833282834008,0.033282996661629,87.524498939514160
9,TUA1-9,9,22,19666.252725188722252,4.161480903625488,4.307148933410645,0.145668029785156,4.243195035240867,0.038173575777802,93.350290775299072
10,TUA1-10,10,23,20560.173303606392437,4.283423900604248,4.414461612701416,0.131037712097168,4.349490808404011,0.035408071028642,100.038288593292236
11,TUA1-11,11,21,18772.332146771055704,4.364874362945557,4.495526313781738,0.130651950836182,4.439238570985340,0.034232484545090,93.224009990692139
12,TUA1-12,12,24,21454.093882024062623,4.461393833160400,4.605922698974609,0.144528865814209,4.541222612063090,0.037224667204609,108.989342689514160
13,TUB1-1,13,2,1787.841156835338552,3.343422889709473,3.357829570770264,0.014406681060791,3.350626230239868,0.007203340530396,6.701252460479736
