Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,TUA1-1,1,7911,7071805.695862191729248,1.952580690383911,4.949082851409912,2.996502161026001,3.534459152891940,0.742661212029962,27961.106358528137207
2,TUA1-2,2,260,232419.350388594350079,2.979067564010620,5.014132022857666,2.035064458847046,4.555988405301020,0.476505414498703,1184.556985378265381
3,TUA1-3,3,340,303932.996662007994018,3.530050039291382,5.109146118164063,1.579096078872681,4.797204649448394,0.305699073919644,1631.049580812454224
4,TUA1-4,4,325,290524.187985742930323,4.067075729370117,5.204229354858398,1.137153625488281,4.936531071296105,0.242620146665407,1604.372598171234131
5,TUA1-5,5,386,345053.343269220844377,4.047356605529785,5.323697090148926,1.276340484619141,5.021043667521502,0.269755211870916,1938.122855663299561
6,TUA1-6,6,372,332538.455171373439953,4.151480674743652,5.431004047393799,1.279523372650146,5.134547705291419,0.267703385613350,1910.051746368408203
7,TUA1-7,7,340,303932.996662007994018,4.275904178619385,5.536634922027588,1.260730743408203,5.241089499697965,0.267254029293824,1781.970429897308350
8,TUA1-8,8,331,295887.711456248944160,4.401990413665771,5.631484985351563,1.229494571685791,5.334129111644365,0.272174189240056,1765.596735954284668
9,TUA1-9,9,311,278009.299887895525899,4.193685054779053,5.712492465972900,1.518807411193848,5.306395587430506,0.392155632350926,1650.289027690887451
10,TUA1-10,10,339,303039.076083590334747,4.486967563629150,5.811164855957031,1.324197292327881,5.522764751693140,0.267076609019977,1872.217250823974609
11,TUA1-11,11,339,303039.076083590334747,4.320308208465576,5.903951644897461,1.583643436431885,5.539547506686860,0.367335443094729,1877.906604766845703
12,TUA1-12,12,347,310190.440710931667127,4.489158630371094,6.008409023284912,1.519250392913818,5.672263574187968,0.330220435853812,1968.275460243225098
13,TUB1-1,13,74,66150.122802907615551,1.938797593116760,3.618830919265747,1.680033326148987,2.430194671089585,0.450985909626796,179.834405660629272
14,TUB1-2,14,535,478247.509453453705646,1.778395652770996,3.831210613250732,2.052814960479736,2.324693888147300,0.463322024852978,1243.711230158805847
15,TUB1-3,15,337,301251.234926754957996,1.684960484504700,3.800051689147949,2.115091204643250,2.256130723995696,0.508006879317640,760.316053986549377
16,TUB1-4,16,298,266388.332368465838954,1.604522109031677,3.427391052246094,1.822868943214417,2.200867450477293,0.516754729662871,655.858500242233276
17,TUB1-5,17,321,286948.505672072235029,1.510984182357788,3.572089433670044,2.061105251312256,2.148266612555008,0.561524368200185,689.593582630157471
18,TUB1-6,18,341,304826.917240425653290,1.417580246925354,3.474535703659058,2.056955456733704,1.974042254459124,0.490212322701088,673.148408770561218
19,TUB1-7,19,312,278903.220466313185170,1.350737571716309,3.656185150146484,2.305447578430176,2.239204507225599,0.702330051012626,698.631806254386902
20,TUB1-8,20,328,293205.949720995908137,1.246089816093445,3.409609556198120,2.163519740104675,1.816726259342054,0.514453757302603,595.886213064193726
21,TUB1-9,21,323,288736.346828907553572,1.185806512832642,3.698240756988525,2.512434244155884,2.188865764591347,0.753292810599503,707.003641963005066
22,TUB1-10,22,320,286054.585093654575758,1.094873309135437,3.350367069244385,2.255493760108948,1.721279439330101,0.561922548665919,550.809420585632324
23,TUB1-11,23,334,298569.473191501980182,1.004607558250427,3.424782037734985,2.420174479484558,1.734675932073308,0.640789604787556,579.381761312484741
24,TUB1-12,24,334,298569.473191501980182,0.938355922698975,3.552264451980591,2.613908529281616,1.912888526202676,0.761686356856424,638.904767751693726
25,TUB1-13,25,345,308402.599554096348584,0.849875211715698,3.416811704635620,2.566936492919922,1.689312864040983,0.704297707435923,582.812938094139099
26,TUA2-1,26,191,170738.830477775074542,4.017540454864502,5.300812244415283,1.283271789550781,4.679068899903622,0.322368205737322,893.702159881591797
27,TUA2-2,27,43,38438.584871959836164,4.799152374267578,5.462269306182861,0.663116931915283,5.211547563242358,0.174187574037945,224.096545219421387
28,TUA2-3,28,55,49165.631812971878389,4.930443763732910,5.663458347320557,0.733014583587646,5.380544905229049,0.192683361004892,295.929969787597656
29,TUA2-4,29,163,145709.054282080294797,4.635715007781982,5.908492088317871,1.272777080535889,5.458763441425160,0.312103187571265,889.778440952301025
30,TUA2-5,30,167,149284.736595750990091,4.888017177581787,6.022897720336914,1.134880542755127,5.748760388996787,0.259048664206752,960.042984962463379
31,TUA2-6,31,260,232419.350388594350079,4.728313922882080,6.126786708831787,1.398472785949707,5.850527636821454,0.297317554547239,1521.137185573577881
32,TUA2-7,32,251,224374.065182835300220,4.444732189178467,6.156478881835938,1.711746692657471,5.488083788123264,0.486242082266798,1377.509030818939209
33,TUA2-8,33,290,259236.967741124448366,4.198691368103027,6.179811954498291,1.981120586395264,5.393208850663283,0.560550429974160,1564.030566692352295
34,TUA2-9,34,258,230631.509231759002432,4.015426158905029,6.184944629669189,2.169518470764160,5.198395645895670,0.603138306165774,1341.186076641082764
35,TUA2-10,35,269,240464.635594353370834,4.944204330444336,6.285232067108154,1.341027736663818,6.003271274850271,0.296170404110680,1614.879972934722900
36,TUA2-11,36,163,145709.054282080294797,5.996495246887207,6.357141971588135,0.360646724700928,6.231682754001734,0.091077940463875,1015.764288902282715
37,TUA2-12,37,216,193086.844938216847368,5.930012702941895,6.442347049713135,0.512334346771240,6.267420137370074,0.132713551668335,1353.762749671936035
38,TUB2-1,38,27,24135.855617277105921,3.924000740051270,4.427099227905273,0.503098487854004,4.168403122160170,0.128585197259240,112.546884298324585
39,TUB2-2,39,105,93861.660733855402214,3.740301847457886,4.845126628875732,1.104824781417847,4.248758177530198,0.281315677977946,446.119608640670776
40,TUB2-3,40,163,145709.054282080294797,3.684315919876099,5.200792789459229,1.516476869583130,4.457331228841302,0.408110666157664,726.544990301132202
41,TUB2-4,41,200,178784.115683534095297,3.611783981323242,5.393096446990967,1.781312465667725,4.492166476249695,0.500958427460629,898.433295249938965
42,TUB2-5,42,224,200238.209565558208851,3.559052467346191,5.502624511718750,1.943572044372559,4.548485251409667,0.547035922519926,1018.860696315765381
43,TUB2-6,43,120,107270.469410120465909,4.431539535522461,5.688578605651855,1.257039070129395,5.272547817230224,0.303448759329722,632.705738067626953
