Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,TUA1-1,1,881,787544.029585967771709,2.941623926162720,3.931170225143433,0.989546298980713,3.441408433925009,0.250776752535043,3031.880830287933350
2,TUA1-2,2,86,76877.169743919672328,3.234017848968506,3.985370874404907,0.751353025436401,3.794451915940573,0.190774781694592,326.322864770889282
3,TUA1-3,3,115,102800.866518032111344,3.524728059768677,4.091728210449219,0.567000150680542,3.937429946401845,0.121924924103843,452.804443836212158
4,TUA1-4,4,109,97437.343047526082955,3.674111366271973,4.185897350311279,0.511785984039307,4.045932443863755,0.108458454712846,441.006636381149292
5,TUA1-5,5,128,114421.834037461827393,3.806515455245972,4.305799961090088,0.499284505844116,4.152738576754928,0.109498180798561,531.550537824630737
6,TUA1-6,6,126,112633.992880626479746,3.914306879043579,4.412942409515381,0.498635530471802,4.264921025624351,0.109245418122301,537.380049228668213
7,TUA1-7,7,109,97437.343047526082955,4.048791885375977,4.507639884948730,0.458847999572754,4.374354135005846,0.102671245535457,476.804600715637207
8,TUA1-8,8,111,99225.184204361430602,4.143290042877197,4.613485336303711,0.470195293426514,4.467116961608061,0.107875428635880,495.849982738494873
9,TUA1-9,9,109,97437.343047526082955,4.022099018096924,4.694160461425781,0.672061443328857,4.496894858299045,0.168337739423371,490.161539554595947
10,TUA1-10,10,111,99225.184204361430602,4.296239376068115,4.789083480834961,0.492844104766846,4.649266161360182,0.107577040483858,516.068543910980225
11,TUA1-11,11,117,104588.707674867444439,4.188459396362305,4.884541034698486,0.696081638336182,4.707131206479847,0.153943309035930,550.734351158142090
12,TUA1-12,12,110,98331.263625943756779,4.396707057952881,4.980502128601074,0.583795070648193,4.828078638423573,0.127107946535108,531.088650226593018
13,TUB1-1,13,23,20560.173303606421541,2.914912700653076,3.319272756576538,0.404360055923462,3.055782204088958,0.133899496524314,70.282990694046021
14,TUB1-2,14,180,160905.704115180706140,2.754721641540527,3.376413583755493,0.621691942214966,2.955456627739800,0.134497273511886,531.982192993164063
15,TUB1-3,15,109,97437.343047526082955,2.660966873168945,3.301991701126099,0.641024827957153,2.834775550649800,0.142354382608817,308.990535020828247
16,TUB1-4,16,105,93861.660733855402214,2.580641031265259,3.250697851181030,0.670056819915771,2.787023873556228,0.175297030482910,292.637506723403931
17,TUB1-5,17,111,99225.184204361430602,2.500416040420532,3.201374530792236,0.700958490371704,2.702948580991040,0.178471916643795,300.027292490005493
18,TUB1-6,18,116,103694.787096449785167,2.393561601638794,3.037899971008301,0.644338369369507,2.572297840282835,0.145968592450864,298.386549472808838
19,TUB1-7,19,107,95649.501890690749860,2.326902866363525,3.103833436965942,0.776930570602417,2.593932191902232,0.215498662425636,277.550744533538818
20,TUB1-8,20,110,98331.263625943756779,2.233600378036499,2.848371982574463,0.614771604537964,2.401731005581942,0.137822354233515,264.190410614013672
21,TUB1-9,21,112,100119.104782779104426,2.169445037841797,3.026106595993042,0.856661558151245,2.472699046134949,0.247326403192506,276.942293167114258
22,TUB1-10,22,110,98331.263625943756779,2.073154449462891,2.753585577011108,0.680431127548218,2.258095823634755,0.158642031440820,248.390540599822998
23,TUB1-11,23,107,95649.501890690749860,1.990441203117371,2.731257438659668,0.740816235542297,2.210099267068310,0.193402844795281,236.480621576309204
24,TUB1-12,24,113,101013.025361196763697,1.915605306625366,2.751312255859375,0.835706949234009,2.182568355999162,0.227115758417651,246.630224227905273
25,TUB1-13,25,114,101906.945939614437521,1.832610130310059,2.664156436920166,0.831546306610107,2.071109596051668,0.211763146343544,236.106493949890137
26,TUA2-1,26,101,90285.978420184721472,3.829460382461548,4.569876670837402,0.740416288375854,4.197090647008159,0.191288000151204,423.906155347824097
27,TUA2-2,27,26,23241.935038859432098,4.368456840515137,4.648231983184814,0.279775142669678,4.536607577250554,0.073659901138394,117.951797008514404
28,TUA2-3,28,32,28605.458509365456848,4.472900390625000,4.778244972229004,0.305344581604004,4.652064561843872,0.079985814832330,148.866065979003906
29,TUA2-4,29,64,57210.917018730913696,4.330435276031494,4.896878242492676,0.566442966461182,4.708651773631573,0.143803892375895,301.353713512420654
30,TUA2-5,30,77,68831.884538160637021,4.557536602020264,5.003334045410156,0.445797443389893,4.878984042576382,0.105590967057053,375.681771278381348
31,TUA2-6,31,93,83134.613792843359988,4.585791587829590,5.109846115112305,0.524054527282715,4.981681628893781,0.108715841962722,463.296391487121582
