Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
64,TUB3-8,64,20,19279.266035834305512,642,679,37,660.750000000000000,12.389007224148351,13215.000000000000000,17,642,643,658
65,TUB3-9,65,22,21207.192639417738974,639,680,41,666.136363636363626,11.046576822897251,14655.000000000000000,18,649,639,668
66,TUB3-10,66,20,19279.266035834305512,658,681,23,669.950000000000045,6.815240274558392,13399.000000000000000,16,675,658,671
67,TUB3-11,67,20,19279.266035834305512,647,686,39,669.450000000000045,12.749411751134353,13389.000000000000000,15,656,647,675
68,TUB3-12,68,21,20243.229337626024062,637,714,77,683.619047619047592,23.979110334337893,14356.000000000000000,20,703,637,692
69,TDA1-1,69,33,31810.788959126606642,630,664,34,645.575757575757621,7.679292514091800,21304.000000000000000,22,640,630,644
70,TDA1-2,70,19,18315.302734042590600,655,672,17,664.684210526315837,4.449158780079529,12629.000000000000000,12,668,655,665
71,TDA1-3,71,21,20243.229337626024062,652,692,40,672.523809523809518,11.508253963876793,14123.000000000000000,18,667,652,671
72,TDA1-4,72,19,18315.302734042590600,668,700,32,690.421052631578959,7.652421628913109,13118.000000000000000,13,696,668,691
73,TDA1-5,73,23,22171.155941209453886,694,715,21,705.869565217391255,6.278357219543064,16235.000000000000000,11,704,701,704
74,TDA1-6,74,21,20243.229337626024062,704,724,20,714.095238095238074,6.308760061592743,14996.000000000000000,14,708,704,714
75,TDA1-7,75,19,18315.302734042590600,713,736,23,725.210526315789480,5.836175273946005,13779.000000000000000,13,726,713,726
76,TDA1-8,76,20,19279.266035834305512,719,752,33,735.649999999999977,7.288861365126740,14713.000000000000000,15,739,719,736
77,TDA1-9,77,19,18315.302734042590600,727,774,47,754.263157894736878,12.130180305263453,14331.000000000000000,16,753,727,754
78,TDA1-10,78,19,18315.302734042590600,739,814,75,780.368421052631561,16.200099175510253,14827.000000000000000,15,773,739,778
79,TDA1-11,79,21,20243.229337626024062,788,828,40,810.904761904761926,12.293648231834235,17029.000000000000000,16,828,788,814
80,TDB1-1,80,32,30846.825657334891730,592,609,17,601.875000000000000,4.621620386834038,19260.000000000000000,14,602,592,602
81,TDB1-2,81,22,21207.192639417738974,587,606,19,597.090909090909122,5.177829405777798,13136.000000000000000,14,598,587,598
82,TDB1-3,82,19,18315.302734042590600,585,609,24,594.894736842105317,6.874014661192783,11303.000000000000000,12,587,585,596
83,TDB1-4,83,22,21207.192639417738974,584,609,25,596.590909090909122,6.555075000671478,13125.000000000000000,16,593,584,596
84,TDB1-5,84,19,18315.302734042590600,587,597,10,592.421052631578959,3.083330213869220,11256.000000000000000,10,594,590,594
85,TDB1-6,85,21,20243.229337626024062,584,603,19,592.142857142857110,5.365548960383971,12435.000000000000000,15,594,584,591
86,TDB1-7,86,20,19279.266035834305512,580,591,11,585.200000000000045,3.802630668361410,11704.000000000000000,9,581,582,585
87,TDB1-8,87,21,20243.229337626024062,578,593,15,584.142857142857110,3.719776161800137,12267.000000000000000,12,582,578,584
88,TDB1-9,88,19,18315.302734042590600,578,602,24,585.578947368421041,6.595977956888486,11126.000000000000000,13,579,578,584
89,TDB1-10,89,20,19279.266035834305512,582,600,18,587.399999999999977,4.820788317276614,11748.000000000000000,9,585,582,586
90,TDA2-1,90,20,19279.266035834305512,807,857,50,837.649999999999977,12.228143767556761,16753.000000000000000,15,836,807,838
91,TDA2-2,91,20,19279.266035834305512,831,896,65,867.549999999999955,16.889271742738224,17351.000000000000000,18,865,831,866
92,TDA2-3,92,20,19279.266035834305512,884,951,67,921.549999999999955,18.602352001829303,18431.000000000000000,19,932,884,925
93,TDA2-4,93,20,19279.266035834305512,908,972,64,947.799999999999955,18.137254478006387,18956.000000000000000,17,924,908,950
94,TDA2-5,94,21,20243.229337626024062,962,1000,38,981.619047619047592,10.251486259147974,20614.000000000000000,18,976,962,981
95,TDA2-6,95,21,20243.229337626024062,981,1012,31,1000.047619047619037,7.718106049912128,21001.000000000000000,16,1009,981,1001
96,TDA2-7,96,24,23135.119243001168797,997,1045,48,1023.166666666666629,13.101102582950505,24556.000000000000000,20,1009,997,1025
97,TDA2-8,97,21,20243.229337626024062,982,1046,64,1012.666666666666629,18.734570370952895,21266.000000000000000,18,1006,982,1008
98,TDA2-9,98,13,12531.522923292299311,1022,1059,37,1046.769230769230717,12.179136297240770,13608.000000000000000,11,1048,1022,1050
99,TDA2-10,99,18,17351.339432250875689,1014,1064,50,1052.222222222222172,12.340338351006828,18940.000000000000000,14,1059,1014,1056
100,TDB2-1,100,32,30846.825657334891730,615,640,25,626.343750000000000,6.474031660217611,20043.000000000000000,18,634,615,626
101,TDB2-2,101,22,21207.192639417738974,636,677,41,655.454545454545496,12.430633980492034,14420.000000000000000,20,645,636,654
102,TDB2-3,102,20,19279.266035834305512,657,715,58,692.350000000000023,16.986097256284154,13847.000000000000000,19,697,657,697
103,TDB2-4,103,20,19279.266035834305512,675,717,42,703.850000000000023,9.696777815333510,14077.000000000000000,14,708,675,706
104,TDB2-5,104,22,21207.192639417738974,709,731,22,717.590909090909122,5.851643832052475,15787.000000000000000,15,719,710,718
105,TDB2-6,105,21,20243.229337626024062,708,746,38,732.142857142857110,10.157266759678720,15375.000000000000000,15,736,708,734
106,TDB2-7,106,22,21207.192639417738974,742,777,35,759.272727272727252,9.502065891075041,16704.000000000000000,21,760,742,760
107,TDB2-8,107,19,18315.302734042590600,761,784,23,772.421052631578959,5.650484743744447,14676.000000000000000,14,768,761,772
108,TDB2-9,108,20,19279.266035834305512,767,790,23,779.549999999999955,7.664691774628376,15591.000000000000000,14,788,769,782
109,TDB2-10,109,22,21207.192639417738974,779,808,29,793.227272727272748,9.515211831500743,17451.000000000000000,16,784,779,793
110,TDA3-1,110,15,14459.449526875730953,576,608,32,592.866666666666674,10.763312170930147,8893.000000000000000,12,581,576,598
111,TDA3-2,111,18,17351.339432250875689,588,604,16,595.500000000000000,4.166666666666667,10719.000000000000000,11,595,588,595
112,TDA3-3,112,22,21207.192639417738974,583,602,19,593.409090909090878,6.020110923994489,13055.000000000000000,14,587,583,592
113,TDA3-4,113,22,21207.192639417738974,582,604,22,594.454545454545496,6.020625705379656,13078.000000000000000,14,595,582,595
114,TDA3-5,114,20,19279.266035834305512,585,606,21,597.600000000000023,5.927900134110787,11952.000000000000000,14,601,585,600
115,TDA3-6,115,20,19279.266035834305512,585,600,15,591.850000000000023,3.745330426009258,11837.000000000000000,13,592,585,592
116,TDA3-7,116,19,18315.302734042590600,583,599,16,590.105263157894683,4.302933354942788,11212.000000000000000,10,587,585,591
117,TDA3-8,117,20,19279.266035834305512,584,604,20,592.250000000000000,6.235984284778146,11845.000000000000000,14,587,584,591
118,TDA3-9,118,19,18315.302734042590600,584,606,22,595.947368421052602,5.185746499688463,11323.000000000000000,12,589,584,597
119,TSA1-1,119,33,31810.788959126606642,370,391,21,379.696969696969688,5.972080742339472,12530.000000000000000,19,374,370,378
120,TSA1-2,120,20,19279.266035834305512,375,403,28,391.899999999999977,7.647875522000470,7838.000000000000000,16,391,375,393
121,TSA1-3,121,21,20243.229337626024062,381,405,24,394.523809523809518,6.514592028443820,8285.000000000000000,18,398,381,396
122,TSA1-4,122,19,18315.302734042590600,381,407,26,387.947368421052659,6.786004825803194,7371.000000000000000,11,382,381,386
123,TSA1-5,123,21,20243.229337626024062,379,391,12,385.380952380952408,3.015455275994305,8093.000000000000000,11,387,379,386
124,TSA1-6,124,19,18315.302734042590600,387,399,12,392.631578947368439,3.231596091158739,7460.000000000000000,10,390,391,393
125,TSA1-7,125,22,21207.192639417738974,396,418,22,403.681818181818187,5.739705120998945,8881.000000000000000,13,398,396,403
126,TSA1-8,126,20,19279.266035834305512,392,416,24,401.000000000000000,6.663332499583072,8020.000000000000000,13,398,392,399
127,TSA1-9,127,23,22171.155941209453886,402,448,46,419.347826086956502,10.893191713584168,9645.000000000000000,19,410,402,418
128,TSA1-10,128,19,18315.302734042590600,405,441,36,428.736842105263179,9.882691436430642,8146.000000000000000,14,426,405,432
129,TSA1-11,129,18,17351.339432250875689,421,442,21,436.777777777777771,5.573304979548130,7862.000000000000000,11,439,421,438
130,TSA1-12,130,23,22171.155941209453886,418,450,32,435.782608695652186,10.806425309848130,10023.000000000000000,17,418,419,439
131,TSB1-1,131,33,31810.788959126606642,347,360,13,355.575757575757564,3.455608555187251,11734.000000000000000,9,358,347,357
132,TSB1-2,132,22,21207.192639417738974,344,362,18,353.818181818181813,5.219163670694494,7784.000000000000000,14,350,344,354
133,TSB1-3,133,19,18315.302734042590600,344,358,14,350.631578947368439,4.343301270689311,6662.000000000000000,12,348,344,351
134,TSB1-4,134,20,19279.266035834305512,342,358,16,349.100000000000023,5.503635162325959,6982.000000000000000,12,342,346,348
135,TSB1-5,135,19,18315.302734042590600,339,358,19,345.736842105263179,5.627396380894058,6569.000000000000000,12,342,339,344
136,TSB1-6,136,22,21207.192639417738974,335,348,13,340.409090909090935,3.352869746527087,7489.000000000000000,11,339,338,339
137,TSB1-7,137,21,20243.229337626024062,335,350,15,339.571428571428555,4.042293415183713,7131.000000000000000,12,336,341,339
138,TSB1-8,138,20,19279.266035834305512,335,344,9,338.850000000000023,2.706935536726113,6777.000000000000000,10,335,339,338
139,TSB1-9,139,20,19279.266035834305512,329,350,21,338.000000000000000,6.625707509390979,6760.000000000000000,15,331,329,336
140,TSB1-10,140,20,19279.266035834305512,324,335,11,329.100000000000023,2.896549671590440,6582.000000000000000,11,328,326,328
141,TSB1-11,141,19,18315.302734042590600,324,349,25,331.210526315789480,7.112471976586564,6293.000000000000000,10,327,324,329
142,TSB1-12,142,22,21207.192639417738974,321,370,49,341.000000000000000,14.743257318640151,7502.000000000000000,16,322,321,339
143,TSB1-13,143,21,20243.229337626024062,309,357,48,322.428571428571445,10.834562986204588,6771.000000000000000,17,332,309,320
144,TSB1-14,144,20,19279.266035834305512,302,313,11,310.199999999999989,2.600000000001791,6204.000000000000000,7,310,302,310
145,TSB1-15,145,21,20243.229337626024062,302,318,16,310.666666666666686,4.892495062491177,6524.000000000000000,11,313,302,312
146,TSA2-1,146,23,22171.155941209453886,421,465,44,450.130434782608688,10.397760410304787,10353.000000000000000,16,451,421,452
147,TSA2-2,147,20,19279.266035834305512,439,478,39,462.350000000000023,10.384002118643403,9247.000000000000000,15,462,439,465
148,TSA2-3,148,21,20243.229337626024062,445,485,40,465.809523809523796,13.810344803181268,9782.000000000000000,16,445,446,473
149,TSA2-4,149,21,20243.229337626024062,463,488,25,478.428571428571445,5.811084880036331,10047.000000000000000,12,476,463,480
150,TSA2-5,150,22,21207.192639417738974,461,502,41,487.136363636363626,10.450295578879411,10717.000000000000000,17,479,461,490
151,TSA2-6,151,20,19279.266035834305512,476,507,31,495.949999999999989,7.618890995414576,9919.000000000000000,13,499,476,499
152,TSA2-7,152,21,20243.229337626024062,486,522,36,502.190476190476204,9.825230144494311,10546.000000000000000,16,500,488,504
153,TSA2-8,153,21,20243.229337626024062,492,536,44,520.095238095238074,10.844813383561355,10922.000000000000000,15,516,492,521
154,TSA2-9,154,19,18315.302734042590600,523,537,14,531.473684210526358,4.320921210899148,10098.000000000000000,11,535,523,533
155,TSA2-10,155,21,20243.229337626024062,523,544,21,535.619047619047592,5.516004337822569,11248.000000000000000,13,537,523,537
156,TSB2-1,156,32,30846.825657334891730,408,487,79,450.593750000000000,24.526591914440537,14419.000000000000000,25,487,416,450
157,TSB2-2,157,21,20243.229337626024062,467,530,63,502.571428571428555,18.365525230899234,10554.000000000000000,19,518,467,503
158,TSB2-3,158,19,18315.302734042590600,507,542,35,529.263157894736878,10.982484165648847,10056.000000000000000,16,531,507,531
159,TSB2-4,159,18,17351.339432250875689,496,535,39,516.944444444444457,10.637837197799682,9305.000000000000000,18,496,496,516
160,TSB2-5,160,20,19279.266035834305512,458,519,61,499.199999999999989,16.415236824365628,9984.000000000000000,17,511,458,500
161,TSB2-6,161,22,21207.192639417738974,477,533,56,506.181818181818187,14.892451912527051,11136.000000000000000,19,496,477,508
162,TSB2-7,162,23,22171.155941209453886,484,611,127,553.304347826086996,36.127112283795242,12726.000000000000000,22,593,484,559
163,TSB2-8,163,19,18315.302734042590600,579,631,52,615.684210526315837,13.526008597781161,11698.000000000000000,16,619,579,619
164,TSB2-9,164,20,19279.266035834305512,614,675,61,652.149999999999977,14.433554655733190,13043.000000000000000,18,634,614,653
165,TSA3-1,165,32,30846.825657334891730,399,438,39,412.000000000000000,9.753204601565580,13184.000000000000000,21,405,399,409
166,TSA3-2,166,19,18315.302734042590600,426,470,44,446.000000000000000,14.484111076769969,8474.000000000000000,15,426,433,442
167,TSA3-3,167,19,18315.302734042590600,431,459,28,443.000000000000000,8.019712555552363,8417.000000000000000,13,435,431,441
168,TSA3-4,168,20,19279.266035834305512,444,506,62,471.899999999999977,18.455080601286756,9438.000000000000000,18,481,444,469
169,TSA3-5,169,21,20243.229337626024062,493,557,64,526.428571428571445,17.662366310137013,11055.000000000000000,18,501,493,532
170,TSA3-6,170,20,19279.266035834305512,547,624,77,583.350000000000023,21.095674912170757,11667.000000000000000,20,547,547,580
171,TSA3-7,171,19,18315.302734042590600,597,645,48,624.368421052631561,14.161513918162553,11863.000000000000000,17,612,597,623
172,TSB3-1,172,31,29882.862355543176818,365,384,19,374.193548387096769,4.651876866029000,11600.000000000000000,15,371,365,374
173,TSB3-2,173,18,17351.339432250875689,372,382,10,378.333333333333314,3.036811193048099,6810.000000000000000,10,382,372,379
174,TSB3-3,174,19,18315.302734042590600,373,387,14,380.315789473684220,3.129698683644765,7226.000000000000000,10,380,373,381
175,TSB3-4,175,20,19279.266035834305512,375,385,10,379.699999999999989,2.722131517764951,7594.000000000000000,10,378,375,379
176,TSB3-5,176,22,21207.192639417738974,381,395,14,386.000000000000000,3.825750075000148,8492.000000000000000,12,383,381,385
177,TSB3-6,177,22,21207.192639417738974,384,424,40,405.727272727272748,10.566593233486754,8926.000000000000000,17,397,384,406
178,TSB3-7,178,20,19279.266035834305512,414,451,37,436.050000000000011,7.473118492301994,8721.000000000000000,11,432,414,437
179,TSB3-8,179,20,19279.266035834305512,420,472,52,453.500000000000000,15.061540425866140,9070.000000000000000,16,458,420,458
180,TSB3-9,180,19,18315.302734042590600,427,494,67,467.052631578947341,18.551418400050803,8874.000000000000000,16,475,427,475
181,TSB3-10,181,22,21207.192639417738974,468,525,57,499.363636363636374,17.203449586810972,10986.000000000000000,19,488,468,503
182,TDB4-7,182,32,30846.825657334891730,754,794,40,774.218750000000000,11.357085825047726,24775.000000000000000,22,769,761,771
183,TDB4-6,183,21,20243.229337626024062,745,772,27,756.238095238095184,7.501776055770937,15881.000000000000000,17,753,745,755
184,TDB4-5,184,20,19279.266035834305512,725,780,55,744.649999999999977,12.807322124473846,14893.000000000000000,16,738,725,741
185,TDB4-4,185,23,22171.155941209453886,731,815,84,787.652173913043498,23.000205472905133,18116.000000000000000,22,798,731,791
186,TDB4-3,186,19,18315.302734042590600,689,808,119,747.894736842105317,38.847738858321591,14210.000000000000000,17,798,689,738
187,TDB4-2,187,19,18315.302734042590600,679,718,39,701.263157894736878,10.789088568221979,13324.000000000000000,16,697,679,703
188,TDB4-1,188,17,16387.376130459160777,674,718,44,696.235294117647072,15.283706863903895,11836.000000000000000,13,678,674,702
189,TDA4-11,189,33,31810.788959126606642,808,854,46,836.424242424242379,11.056412654643914,27602.000000000000000,23,841,808,841
190,TDA4-12,190,17,16387.376130459160777,817,859,42,844.000000000000000,12.902348167496260,14348.000000000000000,14,823,817,847
191,TDA4-13,191,20,19279.266035834305512,833,881,48,857.250000000000000,11.497282287566918,17145.000000000000000,16,850,833,856
192,TDA4-14,192,18,17351.339432250875689,851,887,36,874.111111111111086,10.230069451751822,15734.000000000000000,15,872,851,876
193,TDA4-15,193,21,20243.229337626024062,867,902,35,889.095238095238074,8.400140372437381,18671.000000000000000,18,887,867,890
194,TD5-1,194,32,30846.825657334891730,1093,1150,57,1112.750000000000000,14.491376746189438,35608.000000000000000,23,1103,1093,1108
195,TD5-2,195,28,26990.972450168032083,1078,1156,78,1111.535714285714221,21.396732298678238,31123.000000000000000,24,1096,1078,1105
196,TD5-3,196,22,21207.192639417738974,1062,1140,78,1096.909090909090992,21.929451120495560,24132.000000000000000,21,1120,1062,1093
197,TD5-4,197,19,18315.302734042590600,1068,1139,71,1098.368421052631675,23.707006573264138,20869.000000000000000,18,1120,1068,1092
198,TD5-5,198,21,20243.229337626024062,1054,1139,85,1074.238095238095184,18.559825435100791,22559.000000000000000,12,1061,1062,1069
199,TD5-6,199,20,19279.266035834305512,1038,1078,40,1055.099999999999909,10.624970588196339,21102.000000000000000,16,1047,1038,1054
200,TD5-7,200,21,20243.229337626024062,1024,1049,25,1037.238095238095184,7.476342127670842,21782.000000000000000,15,1038,1024,1038
201,TD5-8,201,16,15423.412828667445865,1020,1039,19,1031.312500000000000,6.331654108524881,16501.000000000000000,11,1036,1022,1032
202,TD5-9,202,20,19279.266035834305512,1010,1035,25,1023.149999999999977,6.605111656894019,20463.000000000000000,17,1019,1010,1022
203,TD5-10,203,20,19279.266035834305512,987,1017,30,1003.549999999999955,7.933946054767624,20071.000000000000000,17,998,987,1004
204,TD5-11,204,19,18315.302734042590600,989,1009,20,999.947368421052602,5.155208752834159,18999.000000000000000,13,1006,989,1000
205,TD5-12,205,22,21207.192639417738974,972,996,24,985.545454545454504,6.478827564588983,21682.000000000000000,14,983,972,983
206,TD5-13,206,19,18315.302734042590600,964,984,20,975.263157894736878,5.024593256771940,18530.000000000000000,13,976,964,976
207,TDA4-1,207,14,13495.486225084016041,758,795,37,781.571428571428555,10.801549397553719,10942.000000000000000,11,778,758,778
208,TDA4-2,208,20,19279.266035834305512,750,798,48,777.399999999999977,12.858460249969172,15548.000000000000000,17,765,750,779
209,TDA4-3,209,20,19279.266035834305512,772,829,57,802.200000000000045,16.895561547340257,16044.000000000000000,18,774,772,804
210,TDA4-4,210,19,18315.302734042590600,805,837,32,826.526315789473642,10.090998704173947,15704.000000000000000,15,835,805,831
211,TDA4-5,211,21,20243.229337626024062,787,866,79,835.857142857142890,20.904056827245505,17553.000000000000000,19,842,787,842
212,TDA4-6,212,20,19279.266035834305512,825,876,51,862.649999999999977,11.976122076867671,17253.000000000000000,15,864,825,864
213,TDA4-7,213,20,19279.266035834305512,813,874,61,847.100000000000023,20.913870995106194,16942.000000000000000,16,845,813,854
214,TDA4-8,214,20,19279.266035834305512,824,870,46,851.200000000000045,14.393053880256362,17024.000000000000000,18,863,824,853
215,TDA4-9,215,22,21207.192639417738974,827,868,41,851.045454545454504,12.058483519639255,18723.000000000000000,18,868,827,850
216,TDA4-10,216,6,5783.779810750292199,834,863,29,853.333333333333371,9.086008780289827,5120.000000000000000,5,856,834,856
217,TD6-1,217,23,22171.155941209453886,1105,1179,74,1133.739130434782510,19.788484554992504,26076.000000000000000,22,1120,1105,1132
218,TD6-2,218,21,20243.229337626024062,1119,1185,66,1142.142857142857110,19.285537918064154,23985.000000000000000,18,1121,1119,1138
219,TD6-3,219,19,18315.302734042590600,1129,1176,47,1143.105263157894797,13.764541542602636,21719.000000000000000,16,1129,1131,1137
220,TD6-4,220,21,20243.229337626024062,1146,1239,93,1182.761904761904816,26.007150595291602,24838.000000000000000,20,1168,1146,1181
221,TD6-5,221,21,20243.229337626024062,1149,1246,97,1188.619047619047706,27.574101359057831,24961.000000000000000,20,1172,1149,1182
222,TD6-6,222,20,19279.266035834305512,1179,1251,72,1204.799999999999955,21.694699813548073,24096.000000000000000,16,1187,1179,1196
223,TD6-7,223,18,17351.339432250875689,1186,1257,71,1225.444444444444343,19.379892850936102,22058.000000000000000,15,1231,1186,1231
224,TD6-8,224,22,21207.192639417738974,1187,1298,111,1250.954545454545496,33.249029066789845,27521.000000000000000,19,1209,1187,1252
