covnames,sum.wgt,ER
und,0.7081,2.42583076396026
water,0.8137,4.36768652710682
ele,0.6568,1.91375291375291
height100,0.9044,9.4602510460251
height500,0,0
disturb100,0,0
disturb500,0.901,9.1010101010101
distRoad,1.1,-11
forest100,0,0
forest1500,0,0
forest500,0.7248,2.63372093023256
forest1000,0,0
ndvi100,0,0
ndvi500,0.7747,3.43852640923214
